ax,ay,az,gx,gy,gz,temp,flame,label
-11800,-88.0,11192.0,-452.0,-19.0,516.0,143.0,1.0,0
15912,-32768.0,-14800.0,-2349.0,-2423.0,-1402.0,64.0,1.0,0
-32768,19552.0,16688.0,-3475.0,-657.0,804.0,125.0,1.0,0
26152,18928.0,3424.0,-1586.0,-4630.0,268.0,121.0,1.0,0
-9912,17088.0,1552.0,2488.0,4933.0,-241.0,132.0,1.0,0
3840,29336.0,32767.0,-1139.0,-740.0,-1605.0,113.0,1.0,0
32767,7696.0,-32768.0,-3498.0,-2645.0,-53.0,179.0,1.0,0
-26704,-9920.0,32767.0,-2720.0,-11.0,811.0,88.0,1.0,0
-5288,4248.0,7648.0,-1291.0,-1668.0,913.0,92.0,1.0,0
13288,32760.0,22992.0,-1148.0,-4519.0,424.0,159.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,132.0,1.0,0
-29984,12384.0,1648.0,2134.0,4540.0,26.0,106.0,1.0,0
-6944,12384.0,1648.0,2134.0,4540.0,26.0,74.0,1.0,0
1008,14624.0,32767.0,889.0,2753.0,-688.0,128.0,1.0,0
32767,-24496.0,-13888.0,-1782.0,-1329.0,-1.0,99.0,1.0,0
-2440,-5264.0,2616.0,-1107.0,-1443.0,-769.0,136.0,1.0,0
-7928,5488.0,1544.0,-3675.0,-1930.0,856.0,120.0,1.0,0
-1512,-5064.0,6784.0,-1243.0,-2492.0,1128.0,131.0,1.0,0
6840,-8512.0,-5952.0,478.0,2298.0,602.0,133.0,1.0,0
-6904,-22296.0,32767.0,-726.0,502.0,-573.0,143.0,1.0,0
-31745,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,1.0,0
18744,13968.0,-7856.0,-1614.0,-1869.0,-528.0,140.0,1.0,0
-27944,-5344.0,32767.0,-2010.0,-341.0,880.0,128.0,1.0,0
3576,-6960.0,32767.0,-1088.0,-3101.0,952.0,122.0,1.0,0
28840,1240.0,16696.0,-1538.0,-4174.0,197.0,79.0,1.0,0
-21992,-3576.0,32767.0,-1242.0,-1717.0,170.0,128.0,1.0,0
2808,-1792.0,-8960.0,959.0,2960.0,427.0,132.0,1.0,0
15400,2824.0,-17232.0,985.0,2643.0,258.0,139.0,1.0,0
-29496,11880.0,-2496.0,2265.0,4540.0,142.0,114.0,1.0,0
-13600,24008.0,8208.0,2208.0,4500.0,-290.0,134.0,1.0,0
-8480,-28640.0,32767.0,-2090.0,-1611.0,-686.0,66.0,1.0,0
-32768,2288.0,832.0,-577.0,-10.0,-1540.0,141.0,1.0,0
-1976,-8992.0,15784.0,-1109.0,-1148.0,-936.0,104.0,1.0,0
27824,-32768.0,11080.0,-3955.0,-3007.0,495.0,117.0,1.0,0
-32632,-8504.0,32767.0,-2280.0,-124.0,791.0,130.0,1.0,0
2344,1088.0,32767.0,-630.0,-3375.0,960.0,96.0,1.0,0
32767,-10976.0,32767.0,-1445.0,-3294.0,236.0,120.0,1.0,0
-15208,22712.0,-8848.0,1787.0,4082.0,258.0,82.0,1.0,0
11024,14680.0,11736.0,952.0,2925.0,-735.0,142.0,1.0,0
-7312,-32768.0,-10336.0,-2385.0,-1159.0,-984.0,121.0,1.0,0
-32768,256.0,-1080.0,-436.0,597.0,-1331.0,112.0,1.0,0
25048,-32768.0,3568.0,-3513.0,-3116.0,412.0,118.0,1.0,0
-18120,-13592.0,32767.0,-2334.0,-197.0,929.0,120.0,1.0,0
8104,15528.0,32767.0,-945.0,-4259.0,707.0,144.0,1.0,0
-17784,-4224.0,32767.0,-970.0,-1108.0,307.0,128.0,1.0,0
-32768,12736.0,-1944.0,2499.0,5128.0,82.0,100.0,1.0,0
-19560,-32768.0,32767.0,-1983.0,-1183.0,-627.0,104.0,1.0,0
-32768,-296.0,2504.0,-531.0,424.0,-1560.0,110.0,1.0,0
32767,32767.0,-28104.0,24575.0,-1.0,-1.0,104.0,1.0,0
20216,-32768.0,15504.0,-3762.0,-3164.0,466.0,84.0,1.0,0
-32768,6928.0,32767.0,-3104.0,-581.0,771.0,118.0,1.0,0
-32768,5296.0,32767.0,-1704.0,-89.0,709.0,133.0,1.0,0
3824,3000.0,32767.0,-667.0,-3818.0,890.0,142.0,1.0,0
-8848,-9704.0,15968.0,-424.0,281.0,290.0,106.0,1.0,0
-12936,-7568.0,-5024.0,2146.0,4741.0,-82.0,120.0,1.0,0
-25432,-30664.0,32767.0,-2146.0,-795.0,-766.0,95.0,1.0,0
-6224,-7784.0,12136.0,-573.0,-31.0,-1103.0,76.0,1.0,0
16616,-32768.0,13368.0,-3821.0,-2902.0,583.0,80.0,1.0,0
-23424,-9888.0,32767.0,-2179.0,109.0,961.0,131.0,1.0,0
1880,-5312.0,32767.0,-643.0,109.0,961.0,96.0,1.0,0
27576,28104.0,10392.0,-1279.0,-4796.0,412.0,139.0,1.0,0
-3232,7896.0,-12384.0,1169.0,3558.0,536.0,127.0,1.0,0
-4040,21592.0,21504.0,1152.0,3035.0,-536.0,136.0,1.0,0
-29752,31632.0,32767.0,-1153.0,-871.0,-1590.0,104.0,1.0,0
8016,-32768.0,9496.0,-3757.0,-2935.0,649.0,84.0,1.0,0
-32768,14600.0,32767.0,-2046.0,-197.0,907.0,119.0,1.0,0
21304,25544.0,32767.0,-1010.0,-4214.0,523.0,116.0,1.0,0
2384,-4264.0,32767.0,-1405.0,-2219.0,211.0,124.0,1.0,0
-15856,9352.0,-14768.0,2454.0,4984.0,24.0,112.0,1.0,0
-2472,18600.0,21216.0,1287.0,3036.0,-422.0,144.0,1.0,0
-3360,-5232.0,32767.0,-479.0,1270.0,-550.0,156.0,1.0,0
-9056,-21904.0,32767.0,-1400.0,-151.0,-591.0,159.0,1.0,0
-27064,-32768.0,32767.0,-2307.0,-1024.0,-714.0,113.0,1.0,0
27800,-16784.0,-2328.0,-2046.0,-1258.0,-1291.0,133.0,1.0,0
-32768,18008.0,25680.0,-925.0,16.0,-1611.0,134.0,1.0,0
-32768,3480.0,-8368.0,-354.0,583.0,-1471.0,105.0,1.0,0
-1992,-13744.0,16680.0,-999.0,-1517.0,-708.0,114.0,1.0,0
6968,-20120.0,9392.0,-3725.0,-2971.0,722.0,80.0,1.0,0
-26616,-12848.0,32767.0,-2341.0,-267.0,963.0,138.0,1.0,0
13496,6624.0,32767.0,-1163.0,-4045.0,749.0,112.0,1.0,0
5224,-136.0,-10704.0,859.0,2531.0,292.0,134.0,1.0,0
-5488,26464.0,8784.0,2135.0,4257.0,-387.0,128.0,1.0,0
-16224,-32768.0,32767.0,-2087.0,-1231.0,-691.0,80.0,1.0,0
-32768,-592.0,-6920.0,-534.0,342.0,-1512.0,92.0,1.0,0
-6104,-9416.0,13968.0,-909.0,-1370.0,-861.0,132.0,1.0,0
30696,-32768.0,-7648.0,-3521.0,-3187.0,641.0,95.0,1.0,0
-20992,-13288.0,32767.0,32767.0,-1.0,-1.0,144.0,1.0,0
-15896,12656.0,12496.0,-1364.0,-1594.0,1044.0,109.0,1.0,0
-6264,-11208.0,32767.0,-1373.0,-3747.0,701.0,124.0,1.0,0
24384,23368.0,32767.0,-1394.0,-4502.0,563.0,145.0,1.0,0
-4728,-1944.0,32767.0,-1557.0,-2479.0,204.0,129.0,1.0,0
5488,3368.0,-11680.0,1520.0,3551.0,284.0,116.0,1.0,0
-6064,16144.0,21104.0,1752.0,3839.0,-428.0,137.0,1.0,0
-24872,-32768.0,17112.0,-2122.0,-1971.0,-1146.0,98.0,1.0,0
-32768,6232.0,5600.0,-430.0,621.0,-1263.0,84.0,1.0,0
17424,-32768.0,15360.0,-4213.0,-3023.0,552.0,112.0,1.0,0
-20320,20264.0,32767.0,-1530.0,-1028.0,851.0,97.0,1.0,0
18280,26632.0,32767.0,-1043.0,-4314.0,535.0,144.0,1.0,0
-3440,-5480.0,9448.0,-299.0,742.0,400.0,130.0,1.0,0
-19736,6776.0,-11656.0,2297.0,4704.0,-142.0,139.0,1.0,0
-8352,-16360.0,32767.0,-1070.0,264.0,-539.0,159.0,1.0,0
416,32767.0,30912.0,-1398.0,-890.0,-1413.0,128.0,1.0,0
-24648,-192.0,4760.0,-603.0,226.0,-1173.0,100.0,1.0,0
17576,-32768.0,11256.0,-3718.0,-3044.0,508.0,148.0,1.0,0
-25128,15720.0,32736.0,-1402.0,-788.0,912.0,97.0,1.0,0
12128,21616.0,32767.0,-1022.0,-4289.0,655.0,128.0,1.0,0
6760,424.0,-15936.0,681.0,2347.0,332.0,136.0,1.0,0
-416,72.0,32767.0,-9.0,1872.0,-869.0,174.0,1.0,0
4760,-32768.0,-8720.0,-2227.0,-1357.0,-1123.0,116.0,1.0,0
672,-14968.0,16128.0,-934.0,-1236.0,-867.0,102.0,1.0,0
1336,-20712.0,10328.0,-3856.0,-2382.0,779.0,128.0,1.0,0
-11248,15808.0,11768.0,-1616.0,-1205.0,1030.0,127.0,1.0,0
32767,-5864.0,32767.0,-1910.0,-4261.0,105.0,88.0,1.0,0
-15160,19208.0,-12992.0,2037.0,4405.0,135.0,100.0,1.0,0
-18496,-32768.0,32767.0,-2080.0,-1291.0,-668.0,112.0,1.0,0
-19512,1584.0,-2256.0,-561.0,396.0,-1290.0,89.0,1.0,0
32767,32767.0,-32768.0,-3433.0,-2942.0,-35.0,171.0,1.0,0
-23376,-10888.0,32767.0,-2640.0,-56.0,812.0,143.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,138.0,1.0,0
32767,-6264.0,11944.0,-1441.0,-1.0,-1.0,98.0,1.0,0
7504,16016.0,-17000.0,889.0,2612.0,108.0,148.0,1.0,0
5160,17736.0,25304.0,623.0,2526.0,-856.0,148.0,1.0,0
-32768,21512.0,31296.0,-1020.0,-302.0,-1674.0,130.0,1.0,0
4848,-13208.0,17496.0,-818.0,-1761.0,-578.0,120.0,1.0,0
4976,-20880.0,7440.0,-3754.0,-3026.0,706.0,104.0,1.0,0
-18848,22528.0,9648.0,-3109.0,-1209.0,907.0,104.0,1.0,0
-2568,-11008.0,13120.0,-1054.0,-2770.0,1194.0,114.0,1.0,0
-592,-4520.0,12464.0,-501.0,218.0,453.0,139.0,1.0,0
-9040,24728.0,3888.0,2429.0,4875.0,-295.0,130.0,1.0,0
18664,9976.0,2992.0,-1439.0,-1332.0,-1612.0,114.0,1.0,0
32767,32767.0,-31888.0,-2123.0,-1923.0,-633.0,134.0,1.0,0
-19240,17536.0,12824.0,-3397.0,-983.0,793.0,128.0,1.0,0
-12304,11664.0,10440.0,-1502.0,-1263.0,998.0,130.0,1.0,0
-1592,-3448.0,32767.0,-906.0,-3912.0,681.0,141.0,1.0,0
24880,616.0,15824.0,-1656.0,-4521.0,185.0,118.0,1.0,0
-19736,-6824.0,32767.0,-713.0,-223.0,357.0,143.0,1.0,0
-5784,15640.0,-15512.0,1478.0,3516.0,549.0,90.0,1.0,0
8912,21160.0,8408.0,1212.0,3214.0,-652.0,138.0,1.0,0
4200,-31048.0,-16096.0,-2067.0,-1445.0,-1209.0,84.0,1.0,0
-30144,1720.0,8832.0,-539.0,214.0,-1151.0,112.0,1.0,0
12272,-11936.0,-8640.0,-4199.0,-2272.0,635.0,104.0,1.0,0
-21384,18040.0,23568.0,-1358.0,-1002.0,1021.0,72.0,1.0,0
5256,1904.0,32767.0,-934.0,-3852.0,810.0,137.0,1.0,0
-10336,-6144.0,32767.0,-1410.0,-2426.0,141.0,128.0,1.0,0
8376,-344.0,-15608.0,1157.0,3010.0,341.0,159.0,1.0,0
-32768,16344.0,-6352.0,2265.0,4877.0,191.0,94.0,1.0,0
-6352,22048.0,-8888.0,2202.0,4423.0,-278.0,128.0,1.0,0
5560,-24577.0,-1.0,-1.0,-1.0,-1.0,152.0,1.0,0
-608,-1688.0,32767.0,-27.0,1447.0,-457.0,152.0,1.0,0
4200,-30616.0,32767.0,-1776.0,-1077.0,-478.0,88.0,1.0,0
15216,21984.0,12408.0,-1405.0,-890.0,-1547.0,116.0,1.0,0
-28168,-1832.0,9472.0,-505.0,103.0,-1328.0,114.0,1.0,0
10152,8568.0,824.0,-1218.0,-1376.0,-814.0,139.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,135.0,1.0,0
32767,31384.0,-32768.0,-3356.0,-2660.0,-16.0,157.0,1.0,0
-32768,15152.0,32767.0,-3488.0,-959.0,696.0,120.0,1.0,0
-4200,15808.0,17960.0,-1235.0,-1700.0,954.0,88.0,1.0,0
32767,-13456.0,28088.0,-1500.0,-4133.0,299.0,84.0,1.0,0
-17032,1336.0,-9816.0,2281.0,4560.0,-99.0,120.0,1.0,0
-6064,-13632.0,32767.0,-491.0,1447.0,-809.0,143.0,1.0,0
-20592,-32768.0,32767.0,-2403.0,-1512.0,-842.0,80.0,1.0,0
-18880,28112.0,28880.0,-758.0,372.0,-1638.0,120.0,1.0,0
-32768,-2496.0,-2128.0,-609.0,559.0,-1682.0,117.0,1.0,0
-9199,-1.0,-1.0,-1.0,-1.0,-1.0,116.0,1.0,0
-17008,2808.0,944.0,-581.0,-84.0,-1211.0,120.0,1.0,0
-1544,-4304.0,-9217.0,-1.0,-1.0,-1.0,137.0,1.0,0
31096,-23920.0,-32768.0,-3330.0,-3641.0,434.0,149.0,1.0,0
-32768,22200.0,17128.0,-3184.0,-1482.0,910.0,135.0,1.0,0
-14736,12536.0,15848.0,-1106.0,-828.0,1111.0,122.0,1.0,0
31624,22800.0,26224.0,-1359.0,-4647.0,429.0,152.0,1.0,0
-7592,-9840.0,28912.0,-914.0,-775.0,262.0,134.0,1.0,0
-4408,4128.0,-8064.0,1254.0,3028.0,337.0,159.0,1.0,0
-13192,6272.0,-12416.0,2316.0,4615.0,-293.0,108.0,1.0,0
-320,-14976.0,32767.0,115.0,1299.0,-423.0,122.0,1.0,0
2648,-32768.0,32767.0,-1807.0,-1338.0,-533.0,78.0,1.0,0
8712,31248.0,21736.0,-1561.0,-1651.0,-1551.0,120.0,1.0,0
-31328,-248.0,7936.0,-767.0,-402.0,-1229.0,112.0,1.0,0
14544,8191.0,-1.0,-1.0,-1.0,-1.0,159.0,1.0,0
24984,-32768.0,8880.0,-3986.0,-3179.0,637.0,82.0,1.0,0
-4688,8240.0,2904.0,-3645.0,-2012.0,823.0,68.0,1.0,0
-22728,-2440.0,32024.0,-2343.0,-234.0,892.0,159.0,1.0,0
-3640,1696.0,32767.0,-860.0,-3934.0,680.0,136.0,1.0,0
23088,-4448.0,32767.0,-1692.0,-3512.0,137.0,98.0,1.0,0
7520,-2512.0,-9384.0,799.0,2704.0,430.0,122.0,1.0,0
-9848,19752.0,-8512.0,2175.0,4385.0,-307.0,130.0,1.0,0
-16704,-32768.0,32767.0,-1955.0,-1756.0,-656.0,135.0,1.0,0
-32768,6080.0,8208.0,-365.0,-222.0,-1490.0,90.0,1.0,0
32767,-32768.0,-14312.0,-3352.0,-2417.0,22.0,159.0,1.0,0
-17072,9344.0,12472.0,-3871.0,-1140.0,748.0,119.0,1.0,0
-32768,5880.0,32767.0,-2276.0,239.0,842.0,152.0,1.0,0
3272,-13120.0,16744.0,-1053.0,-2246.0,1041.0,124.0,1.0,0
21536,28432.0,12040.0,-1500.0,-4764.0,387.0,129.0,1.0,0
16656,376.0,32767.0,-1597.0,-3029.0,193.0,76.0,1.0,0
-1152,-7832.0,7992.0,-554.0,179.0,314.0,131.0,1.0,0
7016,2560.0,-15544.0,703.0,2273.0,482.0,134.0,1.0,0
-13936,13800.0,-7608.0,2005.0,4331.0,312.0,114.0,1.0,0
5536,16552.0,19592.0,1282.0,3680.0,-704.0,136.0,1.0,0
-28728,-32768.0,32767.0,-2048.0,-895.0,-709.0,127.0,1.0,0
11584,-32768.0,-17064.0,-1823.0,-1244.0,-1258.0,72.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,153.0,1.0,0
-5600,-25120.0,32767.0,-1837.0,-915.0,-508.0,108.0,1.0,0
-1376,-32768.0,-12128.0,-2064.0,-1503.0,-883.0,72.0,1.0,0
12832,15920.0,18344.0,-1193.0,-468.0,-1448.0,125.0,1.0,0
-32768,472.0,1312.0,-648.0,-64.0,-1623.0,151.0,1.0,0
-32768,1200.0,2904.0,-476.0,267.0,-1595.0,171.0,1.0,0
-21456,-3736.0,3728.0,-725.0,-315.0,-1127.0,98.0,1.0,0
32767,32767.0,-32768.0,-2216.0,-2605.0,-347.0,136.0,1.0,0
2560,-18912.0,272.0,-3838.0,-2691.0,749.0,72.0,1.0,0
-32768,-2480.0,32767.0,-2870.0,-508.0,904.0,130.0,1.0,0
-25280,3712.0,31536.0,-1475.0,-64.0,950.0,173.0,1.0,0
-13120,24648.0,20736.0,-1407.0,-850.0,881.0,130.0,1.0,0
-864,-21328.0,32767.0,-841.0,-2879.0,900.0,133.0,1.0,0
5152,-5712.0,32767.0,-1221.0,-3573.0,659.0,112.0,1.0,0
29288,24344.0,10904.0,-1556.0,-4719.0,271.0,151.0,1.0,0
-8032,-5672.0,32767.0,-1137.0,-1701.0,273.0,112.0,1.0,0
4032,-4888.0,-8488.0,-1.0,-1.0,-1.0,136.0,1.0,0
-26344,15536.0,-496.0,2381.0,5174.0,199.0,112.0,1.0,0
-6880,-15648.0,32767.0,-1017.0,552.0,-686.0,105.0,1.0,0
-32768,-5304.0,-600.0,-483.0,238.0,-1571.0,76.0,1.0,0
32767,32767.0,-32768.0,-16385.0,-1.0,-1.0,136.0,1.0,0
-7568,-528.0,-808.0,-3705.0,-2078.0,843.0,104.0,1.0,0
-12768,19944.0,28520.0,-1691.0,-974.0,1062.0,128.0,1.0,0
3160,1080.0,32767.0,-1136.0,-3775.0,721.0,112.0,1.0,0
32767,-9760.0,32767.0,-1781.0,-3647.0,186.0,92.0,1.0,0
-6960,5640.0,-8240.0,1221.0,3410.0,359.0,125.0,1.0,0
-23592,12928.0,-10872.0,2552.0,5051.0,-126.0,88.0,1.0,0
3784,-32768.0,32767.0,-739.0,-51.0,-441.0,141.0,1.0,0
-3720,-22304.0,32767.0,-2078.0,-2041.0,-541.0,100.0,1.0,0
-4880,-22776.0,32767.0,-1558.0,-1080.0,-480.0,157.0,1.0,0
8232,32767.0,22784.0,-1373.0,-1456.0,-1569.0,130.0,1.0,0
-25448,896.0,4272.0,-799.0,-1.0,-1.0,126.0,1.0,0
32767,32767.0,-32768.0,-2701.0,-2472.0,-495.0,144.0,1.0,0
-32768,2968.0,32767.0,-2879.0,131.0,734.0,104.0,1.0,0
-4120,-3568.0,12112.0,-1560.0,-1837.0,862.0,123.0,1.0,0
22176,17208.0,7648.0,-1237.0,-4568.0,308.0,137.0,1.0,0
9248,3000.0,32767.0,-708.0,-531.0,380.0,120.0,1.0,0
-15960,-9256.0,27192.0,-36.0,1340.0,539.0,138.0,1.0,0
-1488,13992.0,-15504.0,1206.0,3518.0,431.0,132.0,1.0,0
208,20536.0,-19568.0,1718.0,3911.0,301.0,80.0,1.0,0
-13520,23920.0,-10848.0,1759.0,4149.0,427.0,159.0,1.0,0
3568,6728.0,-11664.0,1056.0,2934.0,252.0,119.0,1.0,0
8040,13640.0,-16864.0,903.0,2729.0,217.0,128.0,1.0,0
-10216,4440.0,-5688.0,1828.0,4125.0,303.0,74.0,1.0,0
-23872,10800.0,-6800.0,2218.0,4912.0,-25.0,96.0,1.0,0
-18216,1640.0,-12312.0,2241.0,4748.0,-159.0,104.0,1.0,0
-1424,-5320.0,-8952.0,1730.0,4037.0,-397.0,120.0,1.0,0
-28144,24712.0,-528.0,1893.0,4156.0,187.0,96.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,0
32767,-8056.0,32664.0,-1594.0,-3368.0,74.0,82.0,1.0,0
28272,13200.0,4640.0,-1507.0,-4598.0,175.0,76.0,1.0,0
32767,-2056.0,15160.0,-1936.0,-5197.0,-21.0,83.0,1.0,0
32352,-10552.0,32767.0,-1556.0,-3156.0,215.0,96.0,1.0,0
4544,-4248.0,-2928.0,-77.0,725.0,188.0,144.0,1.0,0
-21632,12008.0,-48.0,1715.0,4297.0,348.0,104.0,1.0,0
-22584,12304.0,-11544.0,2709.0,5283.0,73.0,106.0,1.0,0
-4744,-1040.0,32767.0,664.0,2337.0,-519.0,120.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,104.0,1.0,0
-14024,27496.0,-7864.0,0.0,0.0,0.0,135.0,1.0,0
-8656,5128.0,-6584.0,1303.0,3295.0,384.0,159.0,1.0,0
-27504,17472.0,-8560.0,2522.0,5018.0,226.0,96.0,1.0,0
-9392,21160.0,-6616.0,2264.0,4535.0,-225.0,124.0,1.0,0
-2344,-10336.0,32767.0,772.0,2458.0,-382.0,150.0,1.0,0
-12016,-28656.0,32767.0,-2049.0,-1195.0,-689.0,96.0,1.0,0
-32768,23544.0,29400.0,-618.0,367.0,-1618.0,132.0,1.0,0
-11024,-7136.0,8752.0,-395.0,267.0,-1155.0,159.0,1.0,0
29632,32767.0,-32768.0,-1774.0,-1927.0,-212.0,146.0,1.0,0
784,-15720.0,11360.0,-3603.0,-2853.0,864.0,104.0,1.0,0
-32768,14680.0,32767.0,-2747.0,-668.0,963.0,130.0,1.0,0
-28624,12232.0,27392.0,-1544.0,-394.0,1069.0,80.0,1.0,0
-5296,-9992.0,32767.0,-1046.0,-2586.0,1147.0,86.0,1.0,0
23568,22096.0,32767.0,-1461.0,-4537.0,285.0,141.0,1.0,0
26792,5760.0,14528.0,-1761.0,-4306.0,76.0,117.0,1.0,0
-5528,-5552.0,32767.0,-1478.0,-2375.0,255.0,112.0,1.0,0
3096,1368.0,-10040.0,1274.0,3557.0,317.0,127.0,1.0,0
4384,15208.0,26136.0,1102.0,3335.0,-593.0,138.0,1.0,0
-6624,-25448.0,32767.0,-1928.0,-1348.0,-575.0,104.0,1.0,0
-32768,12040.0,9072.0,-613.0,-21.0,-1626.0,141.0,1.0,0
32767,-8952.0,-32768.0,-3492.0,-2792.0,163.0,143.0,1.0,0
-32768,7752.0,32767.0,-1652.0,-315.0,886.0,153.0,1.0,0
696,14712.0,32767.0,-797.0,-3744.0,794.0,140.0,1.0,0
5432,1032.0,32767.0,-1323.0,-2311.0,188.0,112.0,1.0,0
-24712,16872.0,5352.0,2102.0,4669.0,69.0,101.0,1.0,0
2280,-32768.0,-9968.0,-2386.0,-1537.0,-1086.0,122.0,1.0,0
32767,32767.0,-32768.0,-1428.0,-1442.0,-474.0,128.0,1.0,0
-32768,-15648.0,32767.0,-2425.0,-238.0,932.0,147.0,1.0,0
976,-10056.0,32767.0,-1206.0,-3980.0,772.0,120.0,1.0,0
4312,-5400.0,4608.0,-455.0,258.0,490.0,137.0,1.0,0
-8008,25960.0,7648.0,2257.0,4607.0,-1.0,124.0,1.0,0
7640,-32768.0,32767.0,-1232.0,-621.0,-543.0,138.0,1.0,0
-24944,-32768.0,23144.0,-2038.0,-2366.0,-905.0,133.0,1.0,0
22432,-680.0,-2016.0,-1442.0,-1378.0,-1597.0,112.0,1.0,0
-32768,15464.0,23096.0,-851.0,-472.0,-1502.0,112.0,1.0,0
-26576,1248.0,664.0,-394.0,265.0,-1359.0,75.0,1.0,0
32767,32767.0,-32768.0,-1.0,-1.0,-1.0,130.0,1.0,0
1736,-28368.0,6736.0,-3875.0,-2843.0,818.0,117.0,1.0,0
-6200,-4064.0,12376.0,-1101.0,-1936.0,1090.0,141.0,1.0,0
32767,-7712.0,30240.0,-1680.0,-3872.0,203.0,113.0,1.0,0
-18624,9864.0,-1912.0,1611.0,3981.0,486.0,92.0,1.0,0
-4872,16160.0,26584.0,996.0,2685.0,-450.0,146.0,1.0,0
13760,27000.0,16696.0,-1411.0,-942.0,-1571.0,98.0,1.0,0
-16240,-8104.0,10376.0,-842.0,-488.0,-1099.0,112.0,1.0,0
2480,-32768.0,896.0,-4051.0,-2950.0,681.0,88.0,1.0,0
-30080,-1800.0,32767.0,-1795.0,-274.0,797.0,134.0,1.0,0
6376,-1016.0,32767.0,-674.0,-3194.0,879.0,112.0,1.0,0
24472,9456.0,9264.0,-1306.0,-4511.0,341.0,135.0,1.0,0
4976,1896.0,32767.0,-1397.0,-1876.0,197.0,128.0,1.0,0
-22760,21672.0,-1656.0,2155.0,4782.0,515.0,118.0,1.0,0
-1696,19432.0,19384.0,1701.0,3899.0,-388.0,112.0,1.0,0
2872,-32520.0,32767.0,-1242.0,-419.0,-563.0,143.0,1.0,0
7664,30464.0,23488.0,-1466.0,-1587.0,-1568.0,68.0,1.0,0
-32768,2208.0,1920.0,-445.0,-141.0,-1217.0,112.0,1.0,0
32767,-29208.0,-26768.0,-3097.0,-3159.0,76.0,175.0,1.0,0
-32768,-792.0,32767.0,-3011.0,-701.0,742.0,127.0,1.0,0
-5696,-8872.0,12672.0,-1079.0,-2077.0,994.0,124.0,1.0,0
31120,6896.0,12464.0,-1589.0,-4272.0,122.0,96.0,1.0,0
2080,-3072.0,-11512.0,688.0,2514.0,433.0,138.0,1.0,0
-26336,14784.0,-1336.0,2392.0,4795.0,179.0,119.0,1.0,0
3168,5312.0,-3264.0,1892.0,4472.0,-355.0,112.0,1.0,0
-768,-11888.0,32767.0,-811.0,537.0,-580.0,179.0,1.0,0
-19520,-32768.0,32767.0,-2313.0,-1308.0,-716.0,119.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,0
-16048,-32768.0,30424.0,-2273.0,-1336.0,-869.0,107.0,1.0,0
-32768,25416.0,31448.0,-889.0,136.0,-1595.0,120.0,1.0,0
-8208,-7400.0,11992.0,-630.0,-123.0,-1175.0,102.0,1.0,0
-4136,-5624.0,3600.0,-1129.0,-2104.0,-376.0,143.0,1.0,0
32767,12648.0,-32768.0,-2932.0,-3560.0,401.0,141.0,1.0,0
-27072,-10464.0,32767.0,-2160.0,-413.0,968.0,141.0,1.0,0
12024,20008.0,32767.0,-1077.0,-4109.0,652.0,148.0,1.0,0
3696,-4072.0,3600.0,-186.0,882.0,430.0,138.0,1.0,0
-30768,16552.0,-6040.0,2134.0,4559.0,173.0,109.0,1.0,0
-14616,27344.0,11176.0,1788.0,3979.0,-350.0,138.0,1.0,0
-2800,-28312.0,32767.0,-1642.0,-1211.0,-530.0,127.0,1.0,0
2400,29456.0,32767.0,-1418.0,-1373.0,-1414.0,112.0,1.0,0
-21392,-4704.0,10720.0,-644.0,-72.0,-1264.0,102.0,1.0,0
-6696,-18832.0,18976.0,-1022.0,-1138.0,-845.0,118.0,1.0,0
26088,16928.0,-8296.0,-1357.0,-1394.0,-805.0,136.0,1.0,0
32767,32767.0,-32768.0,-2015.0,-2710.0,-524.0,132.0,1.0,0
-32768,6856.0,24768.0,-3230.0,-1108.0,862.0,86.0,1.0,0
-16816,22720.0,29464.0,-1343.0,-569.0,935.0,86.0,1.0,0
-17744,4920.0,9320.0,-1053.0,-852.0,968.0,107.0,1.0,0
-13384,12824.0,25296.0,-1653.0,-222.0,870.0,167.0,1.0,0
-2488,-8280.0,11016.0,-1048.0,-1993.0,986.0,106.0,1.0,0
32767,22568.0,19096.0,-1669.0,-4804.0,253.0,172.0,1.0,0
-15104,-8952.0,32767.0,-1254.0,-1464.0,173.0,120.0,1.0,0
-15848,9920.0,-10096.0,2390.0,4749.0,-174.0,120.0,1.0,0
-10832,-32264.0,32767.0,-1888.0,-941.0,-674.0,96.0,1.0,0
-25176,5488.0,-1672.0,-403.0,630.0,-1334.0,83.0,1.0,0
30392,-27976.0,-32768.0,-3344.0,-2691.0,482.0,122.0,1.0,0
-22000,16024.0,30760.0,-1816.0,-431.0,951.0,93.0,1.0,0
5568,5608.0,32767.0,-1328.0,-4261.0,588.0,137.0,1.0,0
20584,-7552.0,32767.0,-1434.0,-3219.0,278.0,124.0,1.0,0
-21776,5728.0,-6056.0,1717.0,4183.0,292.0,76.0,1.0,0
-8016,10128.0,28848.0,1603.0,3588.0,-386.0,138.0,1.0,0
